state,year,deaths,cruderate,ageadjustedrate,sttax,hispanic,nhblack,nhwhite,nhother,lhs,hs,somecol,colplus
Pennsylvania,2015,28,1.2,1.1,160,0.0697859,0.0705789,0.8025377,0.0570975,0.0999207,0.295797,0.2038065,0.4004758
Pennsylvania,2016,33,1.4,1.4,160,0.0718702,0.0842349,0.7882535,0.0556414,0.1081917,0.2720247,0.2210201,0.3987635
South Carolina,2005,14,1.6,1.6,7,0.0642722,0.2665406,0.6351607,0.0340265,0.1663516,0.342155,0.2230624,0.268431
South Carolina,2007,19,2.1,2.1,7,0.0967118,0.2727273,0.5822051,0.0483559,0.1663443,0.3539652,0.212766,0.2669246
South Carolina,2008,26,2.8,2.8,7,0.0626003,0.2600321,0.6420546,0.035313,0.1669342,0.3338684,0.2295345,0.2696629
South Carolina,2009,23,2.5,2.4,7,0.0846906,0.2801303,0.6058632,0.029316,0.1351791,0.3420196,0.228013,0.2947883
South Carolina,2010,18,1.9,1.9,7,0.0547945,0.3065068,0.5976027,0.0410959,0.1523973,0.3356164,0.260274,0.2517123
South Carolina,2011,19,2,2.1,57,0.061296,0.3082312,0.5884413,0.0420315,0.1208406,0.352014,0.2521891,0.2749562
South Carolina,2012,16,1.7,1.7,57,0.0623853,0.2550459,0.6458716,0.0366972,0.1247706,0.3266055,0.2862385,0.2623853
South Carolina,2013,15,1.6,1.6,57,0.0649087,0.2677485,0.622718,0.0446247,0.1176471,0.3549696,0.2352941,0.2920893
South Carolina,2014,24,2.5,2.5,57,0.0690377,0.3075314,0.5920502,0.0313808,0.1108787,0.2949791,0.2991632,0.2949791
South Carolina,2015,18,1.9,1.9,57,0.0503018,0.2696177,0.637827,0.0422535,0.1046278,0.3440644,0.2615694,0.2897384
South Carolina,2016,26,2.7,2.7,57,0.0732177,0.2312139,0.6570327,0.0385356,0.1021195,0.2890173,0.2408478,0.3680154
Tennessee,2008,11,0.9,0.9,62,0.0789779,0.1718931,0.70964,0.039489,0.1219512,0.3623693,0.2450639,0.2706156
Tennessee,2009,10,0.8,0.7,62,0.0722348,0.2042889,0.6839729,0.0395034,0.1196388,0.3905192,0.2392776,0.2505643
Tennessee,2012,34,2.6,2.6,62,0.0708215,0.1473088,0.7252125,0.0566572,0.1076487,0.3725213,0.2209632,0.2988669
Tennessee,2013,20,1.6,1.5,62,0.0580111,0.1712707,0.7265193,0.0441989,0.1187845,0.3936464,0.2182321,0.269337
Tennessee,2014,22,1.7,1.7,62,0.085282,0.1581843,0.7138927,0.042641,0.1210454,0.3975241,0.2145805,0.2668501
Tennessee,2015,24,1.8,1.8,62,0.0694051,0.1487252,0.7365439,0.0453258,0.092068,0.3555241,0.223796,0.3286119
Tennessee,2016,20,1.5,1.6,62,0.0723982,0.1870287,0.6968326,0.0437406,0.0950226,0.3755656,0.2413273,0.2880845
Texas,2003,55,1.1,1.1,41,0.4606299,0.0856299,0.4094488,0.0442913,0.2312992,0.3641732,0.1692913,0.2352362
Texas,2004,45,0.9,0.9,41,0.4186747,0.0903614,0.433735,0.0572289,0.187751,0.3443775,0.2038153,0.2640562
Texas,2005,67,1.3,1.3,41,0.4282311,0.0857653,0.4324002,0.0536033,0.2099464,0.3487195,0.194461,0.2468731
Texas,2006,78,1.5,1.5,41,0.4229643,0.0963679,0.4294083,0.0512595,0.1959578,0.3611599,0.2018161,0.2410662
Texas,2007,63,1.2,1.2,41,0.4450471,0.0879246,0.4136454,0.0533828,0.1935484,0.36169,0.2023979,0.2423637
Texas,2008,79,1.5,1.5,141,0.4233596,0.1010499,0.4125984,0.0629921,0.1895013,0.3370079,0.2128609,0.2606299
Texas,2009,111,2.1,2.1,141,0.4405333,0.0949333,0.3997333,0.0648,0.1808,0.3424,0.2061333,0.2706667
Texas,2010,93,1.7,1.7,141,0.4402878,0.1010072,0.396259,0.062446,0.167482,0.345036,0.2227338,0.2647482
Texas,2011,102,1.9,1.9,141,0.4623361,0.0933211,0.3845685,0.0597743,0.1964013,0.3583409,0.210735,0.2345227
Texas,2012,120,2.2,2.2,141,0.4716236,0.0836925,0.3811063,0.0635776,0.1738506,0.3448276,0.2266523,0.2546695
Texas,2013,119,2.1,2.2,141,0.43708,0.0928528,0.4043983,0.0656689,0.1542456,0.3396457,0.2345754,0.2715333
Texas,2014,106,1.9,1.9,141,0.4436045,0.091019,0.3985485,0.0668279,0.1424252,0.3444209,0.2261869,0.286967
Texas,2015,101,1.8,1.8,141,0.4369949,0.0936845,0.4010775,0.068243,0.1310985,0.3418138,0.2355582,0.2915295
Texas,2016,112,1.9,1.9,141,0.4286996,0.0899851,0.4068759,0.0744395,0.1384155,0.3300448,0.2155456,0.315994
Utah,2007,10,1.7,1.9,69.5,0.0971429,0.0038095,0.8590476,0.04,0.0628571,0.3123809,0.32,0.3047619
Utah,2013,14,2.2,2.2,170,0.0944882,0.007874,0.8503937,0.0472441,0.0511811,0.2795275,0.2795275,0.3897638
Utah,2014,12,1.9,2,170,0.111828,0.0086022,0.8086022,0.0709677,0.0430108,0.288172,0.3053764,0.3634409
Utah,2015,11,1.7,1.6,170,0.1197479,0.0147059,0.8361344,0.0294118,0.039916,0.289916,0.2815126,0.3886555
Virginia,2005,14,0.9,0.9,20,0.0812757,0.1666667,0.6687243,0.0833333,0.0823045,0.2983539,0.2078189,0.4115226
Virginia,2007,14,0.9,0.8,30,0.0962129,0.185261,0.6253839,0.0931423,0.0962129,0.2814739,0.2016377,0.4206755
Virginia,2009,11,0.7,0.7,30,0.0997984,0.1602823,0.6300403,0.109879,0.0826613,0.2883064,0.2006048,0.4284274
Virginia,2011,17,1,1,30,0.0916667,0.190625,0.61875,0.0989583,0.0927083,0.259375,0.2333333,0.4145833
Virginia,2012,13,0.8,0.8,30,0.0872211,0.1774848,0.6186613,0.1166329,0.0770791,0.2515213,0.2444219,0.4269777
Virginia,2013,15,0.9,0.9,30,0.1010989,0.1626374,0.6351649,0.1010989,0.0648352,0.2659341,0.2307692,0.4384615
Virginia,2014,16,1,1,30,0.0972516,0.1479915,0.6469344,0.1078224,0.05074,0.255814,0.2040169,0.4894292
Virginia,2015,23,1.4,1.4,30,0.1089536,0.1650485,0.609493,0.1165049,0.0647249,0.2481122,0.2135922,0.4735706
Virginia,2016,29,1.7,1.7,30,0.1037118,0.1441048,0.6408297,0.1113537,0.0775109,0.2358079,0.1866812,0.5
Washington,2004,16,1.2,1.2,142.5,0.0836237,0.0209059,0.7421603,0.1533101,0.0940767,0.3344948,0.2264808,0.3449477
Washington,2005,13,1,1,142.5,0.1585678,0.0294118,0.6982097,0.1138107,0.112532,0.3567775,0.2225064,0.3081841
Washington,2006,10,0.8,0.8,202.5,0.1553398,0.0339806,0.6650485,0.1456311,0.1213592,0.336165,0.2512136,0.2912621
Washington,2007,13,1,1,202.5,0.1248555,0.0346821,0.683237,0.1572254,0.1213873,0.3248555,0.2184971,0.3352601
Washington,2008,10,0.7,0.7,202.5,0.1428571,0.0265781,0.6821706,0.1483942,0.1173865,0.3200443,0.2569214,0.3056479
Washington,2009,11,0.8,0.8,202.5,0.1538462,0.0355913,0.663605,0.1469575,0.1228473,0.3030999,0.2537313,0.3203215
Washington,2010,11,0.8,0.8,202.5,0.1668682,0.0471584,0.6420798,0.1438936,0.1112455,0.3264813,0.2527207,0.3095526
Washington,2011,14,1,1.1,302.5,0.1444445,0.0333333,0.6641975,0.1580247,0.1061728,0.3061728,0.2592593,0.3283951
Washington,2012,15,1.1,1.1,302.5,0.1191646,0.0380835,0.6830467,0.1597052,0.0859951,0.3292383,0.2604423,0.3243243
Washington,2013,14,1,1,302.5,0.1450382,0.0419847,0.6424937,0.1704835,0.1005089,0.2811705,0.2430025,0.3753181
Washington,2014,20,1.4,1.4,302.5,0.1550672,0.032967,0.6288157,0.1831502,0.1013431,0.3247863,0.2258852,0.3479854
Washington,2015,11,0.8,0.8,302.5,0.1358491,0.0251572,0.6465409,0.1924528,0.0805031,0.2981132,0.2603773,0.3610063
Wisconsin,2003,11,1,1,77,0.0972763,0.0272374,0.844358,0.0311284,0.0817121,0.3035019,0.2879377,0.3268482
Wisconsin,2005,17,1.5,1.5,77,0.0538574,0.0378457,0.8689956,0.0393013,0.0829694,0.2983988,0.2605531,0.3580786
Wisconsin,2006,12,1.1,1.1,77,0.0447761,0.0402985,0.8552239,0.0597015,0.0940299,0.3597015,0.2328358,0.3134328
Wisconsin,2007,15,1.3,1.4,77,0.0796178,0.0302548,0.8407643,0.0493631,0.1019108,0.3471338,0.2484076,0.3025478
Wisconsin,2009,13,1.2,1.2,177,0.0730253,0.0402385,0.8241431,0.0625931,0.0819672,0.3263786,0.2786885,0.3129657
Wisconsin,2010,12,1.1,1.1,252,0.0678466,0.0560472,0.820059,0.0560472,0.0929204,0.3141593,0.2507375,0.3421829
Wisconsin,2011,14,1.3,1.3,252,0.0548885,0.0360206,0.8542024,0.0548885,0.0891938,0.3310463,0.2624357,0.3173242
Wisconsin,2013,10,0.9,0.9,252,0.0495575,0.0495575,0.8389381,0.0619469,0.0902655,0.2584071,0.2955752,0.3557522
Wisconsin,2014,14,1.3,1.3,252,0.0568966,0.0344828,0.8482758,0.0603448,0.0827586,0.2862069,0.3051724,0.3258621
Wisconsin,2016,13,1.2,1.2,252,0.0641447,0.0427632,0.8157895,0.0773026,0.0756579,0.2960526,0.2845395,0.34375
